City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Portland,US,45.5234,-122.6762,58.44,74,75,5.99,broken clouds
460,Boa Vista,BR,2.8197,-60.6733,76.98,83,40,0.0,scattered clouds
461,Cuenca,EC,-2.8833,-78.9833,48.96,95,90,2.73,overcast clouds
462,Irtyshskiy,RU,58.3333,68.1333,49.75,96,100,7.87,overcast clouds
463,Barentu,ER,15.1139,37.5928,74.89,55,9,6.89,clear sky
464,Qaqortoq,GL,60.7167,-46.0333,40.64,56,0,8.05,clear sky
465,Beringovskiy,RU,63.05,179.3167,35.65,73,100,6.98,overcast clouds
466,Rawson,AR,-43.3002,-65.1023,52.21,34,91,2.89,overcast clouds
467,Nishihara,JP,26.1842,127.7558,87.85,81,75,17.27,broken clouds
468,Roald,NO,62.5833,6.1333,54.16,93,100,4.61,light intensity drizzle
469,Roma,US,43.2128,-75.4557,59.72,81,0,0.0,clear sky
470,Sabha,LY,27.0377,14.4283,74.73,30,15,9.31,few clouds
471,Wloclawek,PL,52.6482,19.0678,47.75,94,1,8.93,clear sky
472,Sinnamary,GF,5.3833,-52.95,77.02,85,91,4.14,moderate rain
473,Matamoros,MX,25.5333,-103.25,91.51,17,40,8.05,scattered clouds
474,Lufilufi,WS,-13.8745,-171.5986,81.54,79,16,15.86,few clouds
475,Ondo,NG,7.1,4.8333,71.91,99,100,1.97,overcast clouds
476,Nalut,LY,30.3333,10.85,68.31,38,0,8.79,clear sky
477,Werda,BW,-25.2667,23.2833,56.34,45,73,12.75,broken clouds
478,Charsadda,PK,34.1435,71.7317,92.01,22,0,2.89,clear sky
479,Niamey,NE,13.5137,2.1098,84.99,52,51,17.87,broken clouds
480,Sochi,RU,43.6,39.7303,66.29,87,100,7.29,overcast clouds
481,Samsun,TR,41.25,36.3333,68.76,83,75,10.36,broken clouds
482,High Rock,BS,26.6208,-78.2833,82.42,78,6,11.68,clear sky
483,Pringsewu,ID,-5.3582,104.9744,84.63,65,90,4.09,overcast clouds
484,Lieksa,FI,63.3167,30.0167,51.87,87,28,6.13,scattered clouds
485,Ajaccio,FR,42.0,8.9167,62.65,77,0,5.75,clear sky
486,Souillac,MU,-20.5167,57.5167,70.65,72,59,14.67,broken clouds
487,Garden City,US,42.3256,-83.331,71.85,73,100,10.36,thunderstorm
488,Iquitos,PE,-3.7481,-73.2472,66.24,100,40,0.0,scattered clouds
489,Straumen,NO,63.8709,11.2999,50.0,95,100,8.68,overcast clouds
490,Nizwa,OM,22.9333,57.5333,83.77,56,0,1.79,clear sky
491,Westport,US,41.1415,-73.3579,75.56,68,0,4.61,clear sky
492,Viedma,AR,-40.8135,-62.9967,53.53,49,100,12.19,overcast clouds
493,Trincomalee,LK,8.5711,81.2335,83.68,71,100,16.44,overcast clouds
494,Ondjiva,AO,-17.0667,15.7333,51.1,55,0,1.68,clear sky
495,Manggar,ID,-2.8833,108.2667,80.67,77,100,6.71,overcast clouds
496,Kieta,PG,-6.2167,155.6333,84.11,71,38,6.89,light rain
497,Kahului,US,20.8947,-156.47,82.42,71,40,23.02,scattered clouds
498,Sisimiut,GL,66.9395,-53.6735,33.31,74,10,15.41,clear sky
499,Bulancak,TR,40.9372,38.2291,69.62,88,75,1.14,broken clouds
500,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,50,0,10.36,clear sky
501,Plettenberg Bay,ZA,-34.0527,23.3716,57.09,84,23,12.97,few clouds
502,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,58,75,6.71,light rain
503,Zalantun,CN,48.0,122.7167,67.69,70,99,6.31,overcast clouds
504,Eten,PE,-6.9081,-79.8642,62.8,84,17,10.96,few clouds
505,Marienburg,PL,54.0359,19.0266,54.12,94,7,9.46,clear sky
506,Constantine,DZ,36.365,6.6147,67.41,39,0,4.61,clear sky
507,Polunochnoye,RU,60.8697,60.4153,59.7,60,64,2.26,broken clouds
508,Meulaboh,ID,4.1363,96.1285,83.08,66,65,3.22,broken clouds
509,Cobourg,DE,50.2667,10.9667,49.59,80,48,2.53,scattered clouds
510,Acarau,BR,-2.8856,-40.12,76.39,83,22,10.02,few clouds
511,Votice,CZ,49.6401,14.6381,50.95,81,42,2.75,scattered clouds
512,Alofi,NU,-19.0595,-169.9187,80.49,74,40,11.5,scattered clouds
513,Mabiton,PH,12.8334,123.2612,84.99,70,50,8.3,scattered clouds
514,Zhuji,CN,29.7188,120.2423,81.1,69,76,6.2,broken clouds
515,Pokaran,IN,26.9167,71.9167,89.2,51,66,12.82,broken clouds
516,Barcelos,PT,41.5388,-8.6151,72.84,85,91,2.3,overcast clouds
517,Vitorino Freire,BR,-4.0667,-45.1667,71.71,97,10,3.56,clear sky
518,Mildura,AU,-34.2,142.15,57.07,66,4,16.62,clear sky
519,Tabou,CI,4.423,-7.3528,75.79,77,0,5.08,clear sky
520,Dod Ballapur,IN,13.2919,77.5431,73.42,67,51,8.97,broken clouds
521,Green River,US,41.5286,-109.4662,50.99,65,79,18.43,broken clouds
522,Fukue,JP,32.6881,128.8419,71.96,94,100,14.41,moderate rain
523,Maningrida,AU,-12.0667,134.2667,84.13,50,89,9.57,overcast clouds
524,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,55.87,99,69,3.0,broken clouds
525,Puerto Colombia,CO,10.9878,-74.9547,82.49,77,78,16.28,broken clouds
526,Kaoma,ZM,-14.7833,24.8,48.61,61,0,4.99,clear sky
527,Sines,PT,37.9562,-8.8698,65.28,91,81,1.01,broken clouds
528,Tapes,BR,-30.6733,-51.3958,54.16,90,26,2.33,scattered clouds
529,Omboue,GA,-1.5746,9.2618,73.58,91,93,4.81,overcast clouds
530,Kidal,ML,18.4411,1.4078,94.84,17,38,14.27,scattered clouds
531,De-Kastri,RU,51.4667,140.7833,65.01,65,100,10.18,overcast clouds
532,Tilichiki,RU,60.4667,166.1,60.03,45,97,7.25,overcast clouds
533,Torrington,US,41.8007,-73.1212,68.04,65,99,5.01,overcast clouds
534,Kamenka,RU,51.3223,42.7678,61.23,70,86,8.95,light rain
535,Avdiyivka,UA,48.1399,37.7426,66.9,52,9,2.91,clear sky
536,Port-Cartier,CA,50.0334,-66.8654,55.62,96,100,15.5,light rain
537,Qinhuangdao,CN,39.9317,119.5883,65.19,92,100,9.4,overcast clouds
538,Santa Barbara,US,34.7333,-120.0343,74.34,59,0,10.36,clear sky
539,Alcaniz,ES,41.05,-0.1333,74.93,50,99,3.71,overcast clouds
540,Rockland,US,41.1668,-74.0496,77.65,68,96,4.25,overcast clouds
541,Bataipora,BR,-22.2953,-53.2711,49.86,66,0,4.56,clear sky
542,Teahupoo,PF,-17.8333,-149.2667,78.53,74,38,19.15,scattered clouds
543,Atambua,ID,-9.1061,124.8925,82.6,60,98,2.06,overcast clouds
544,Santa Rita,BR,-7.1139,-34.9781,74.07,94,20,0.0,few clouds
545,Namatanai,PG,-3.6667,152.4333,84.72,64,24,7.87,light rain
546,Chastyye,RU,57.2888,54.9728,57.67,67,99,3.24,overcast clouds
547,Kupang,ID,-10.1667,123.5833,85.19,63,11,10.89,few clouds
548,Stokmarknes,NO,68.5646,14.9108,48.18,93,75,4.61,broken clouds
549,Coolum Beach,AU,-26.5333,153.1,72.34,72,72,1.01,broken clouds
550,Port Lavaca,US,28.615,-96.6261,84.97,84,40,13.8,scattered clouds
551,Dingle,PH,10.9995,122.6711,88.12,63,71,6.31,broken clouds
552,Baculin,PH,7.4525,126.5842,87.1,63,98,9.73,overcast clouds
553,Ardakan,IR,32.31,54.0175,88.14,12,0,1.83,clear sky
554,Matara,LK,5.9485,80.5353,82.08,79,100,10.83,overcast clouds
555,Saint Marys,US,30.7305,-81.5465,84.31,87,0,4.61,clear sky
556,Kutum,SD,14.2,24.6667,73.35,55,98,5.55,overcast clouds
557,Hadejia,NG,12.4498,10.0444,84.7,55,98,8.39,overcast clouds
558,Ulety,RU,51.3572,112.4849,74.07,37,100,3.87,overcast clouds
559,Sampit,ID,-2.5333,112.95,88.02,61,66,1.32,broken clouds
560,Pandan Niog,PH,6.2282,120.5631,83.1,69,100,5.01,overcast clouds
561,Namibe,AO,-15.1961,12.1522,65.48,60,0,6.46,clear sky
562,Bonavista,CA,48.6499,-53.1147,42.24,88,29,9.89,scattered clouds
563,Nanga Eboko,CM,4.6833,12.3667,67.21,100,100,1.5,light rain
564,Batemans Bay,AU,-35.7167,150.1833,56.1,45,76,4.59,broken clouds
565,Swan River,CA,52.1058,-101.2676,60.49,92,100,6.73,overcast clouds
566,Okato,NZ,-39.2,173.8833,58.91,100,67,21.45,light rain
567,Aktash,RU,50.3,87.7333,59.29,53,98,0.29,light rain
568,Ixtapa,MX,20.7,-105.2,81.63,83,100,8.05,overcast clouds
569,Soligalich,RU,59.0778,42.2864,59.11,95,99,1.9,overcast clouds
570,Brest,BY,52.1,23.7,48.83,95,20,10.96,few clouds
571,Katete,UG,-0.7818,29.7544,58.69,92,36,3.56,scattered clouds
572,Porto Novo,BJ,6.4965,2.6036,76.62,90,98,6.73,light rain
573,Umm Lajj,SA,25.0213,37.2685,82.4,50,1,8.41,clear sky
574,Noumea,NC,-22.2763,166.4572,78.78,99,100,10.74,overcast clouds
575,Den Helder,NL,52.9599,4.7593,57.18,81,100,3.44,overcast clouds
576,Wanaka,NZ,-44.7,169.15,41.68,76,37,13.35,scattered clouds
577,Talnakh,RU,69.4865,88.3972,67.12,44,89,0.96,overcast clouds
578,Bestobe,KZ,52.4994,73.0975,63.09,75,95,10.96,overcast clouds
579,Baykit,RU,61.67,96.37,71.17,49,90,6.53,overcast clouds
580,Nuuk,GL,64.1835,-51.7216,38.01,81,100,9.22,overcast clouds
581,Buraydah,SA,26.326,43.975,85.93,12,0,7.65,clear sky
582,Barreirinhas,BR,-2.7469,-42.8264,74.61,93,5,6.26,clear sky
583,Port Blair,IN,11.6667,92.75,84.24,84,40,6.91,scattered clouds
584,Vesyegonsk,RU,58.664,37.2604,55.18,89,74,2.1,broken clouds
585,Zemio,CF,5.0314,25.1361,66.97,98,100,2.17,overcast clouds
586,Okha,RU,53.5739,142.9478,60.78,65,99,14.45,overcast clouds
587,Leshukonskoye,RU,64.8989,45.7622,58.55,79,8,4.65,clear sky
588,Huadian,CN,42.9633,126.7478,69.24,62,99,6.15,overcast clouds
589,Takoradi,GH,4.8845,-1.7554,76.89,82,66,6.42,broken clouds
590,Northam,GB,51.0333,-4.2167,48.61,92,0,2.15,clear sky
591,Mirnyy,RU,62.5353,113.9611,73.24,25,2,8.99,clear sky
592,Taltal,CL,-25.4,-70.4833,55.02,86,56,1.52,broken clouds
593,Maceio,BR,-9.6658,-35.7353,72.84,88,20,4.61,few clouds
594,Talcahuano,CL,-36.7167,-73.1167,47.88,100,100,8.05,light intensity drizzle
595,Changping,CN,40.2186,116.2197,76.64,44,72,1.88,broken clouds
596,Jodhpur,IN,26.2867,73.03,85.51,61,100,11.43,light rain
597,Aransas Pass,US,27.9095,-97.15,84.24,91,40,18.41,scattered clouds
598,Tezu,IN,27.9167,96.1667,74.57,98,100,2.44,overcast clouds
599,Tuatapere,NZ,-46.1333,167.6833,43.32,74,88,22.39,overcast clouds
600,Yenagoa,NG,4.9247,6.2642,74.86,96,100,3.91,overcast clouds
601,Jacareacanga,BR,-6.2222,-57.7528,71.37,99,100,0.56,overcast clouds
602,Saint-Francois,FR,46.4154,3.9054,50.68,93,0,1.14,clear sky
603,Rochegda,RU,62.8,43.25,58.51,77,99,4.27,overcast clouds
604,Alekseyevsk,RU,57.8406,108.3492,75.0,49,70,5.28,broken clouds
605,Morgan City,US,29.6994,-91.2068,82.02,100,0,4.61,clear sky
606,San Carlos,VE,9.6612,-68.5827,71.46,97,98,1.28,light rain
607,Tabuk,PH,17.4189,121.4443,87.39,67,88,5.21,overcast clouds
608,Lethem,GY,3.3803,-59.7968,73.45,92,99,1.21,overcast clouds
609,Baran,IN,25.1,76.5167,91.54,46,94,12.48,overcast clouds
610,Yashan,CN,22.1975,109.9419,78.13,92,100,2.71,overcast clouds
611,Suksun,RU,57.1431,57.3949,55.65,75,53,6.26,broken clouds
612,Kano,NG,12.0001,8.5167,81.05,61,94,10.36,overcast clouds
613,Hokitika,NZ,-42.7167,170.9667,51.93,74,89,27.07,overcast clouds
614,Orapa,BW,-21.2833,25.3667,51.53,57,0,7.34,clear sky
615,Hanyang,CN,32.1371,105.5126,79.07,55,54,3.36,broken clouds
616,Charters Towers,AU,-20.1,146.2667,71.02,40,1,11.23,clear sky
617,Copiapo,CL,-27.3667,-70.3333,49.69,82,93,1.54,overcast clouds
618,Khargapur,IN,24.823,79.144,94.8,39,55,12.17,broken clouds
619,Vanimo,PG,-2.6741,141.3028,86.85,61,90,7.78,overcast clouds
620,Orangeville,CA,43.9168,-80.0997,63.3,91,93,3.44,overcast clouds
621,Coronado,US,32.6859,-117.1831,68.97,86,75,8.05,broken clouds
622,Malpura,IN,26.2833,75.3833,86.97,51,100,7.45,overcast clouds
623,Chernyshevskiy,RU,63.0128,112.4714,73.89,23,30,7.07,scattered clouds
624,Petrinja,HR,45.4375,16.29,64.13,95,100,3.94,overcast clouds
625,Khakhea,BW,-24.6895,23.494,54.21,49,26,12.53,scattered clouds
626,Saint Andrews,US,34.0454,-81.1293,89.19,68,40,0.0,scattered clouds
627,Nizhniy Bestyakh,RU,61.9594,129.9086,70.48,43,40,11.18,scattered clouds
628,Elizabeth City,US,36.2946,-76.2511,82.42,91,0,4.61,clear sky
629,Moose Factory,CA,51.2585,-80.6094,48.72,82,2,4.36,clear sky
630,Kenai,US,60.5544,-151.2583,59.02,69,100,14.97,overcast clouds
631,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,88,67,5.48,broken clouds
632,Manjacaze,MZ,-24.7117,33.8828,60.55,95,1,7.25,clear sky
633,Quanzhou,CN,24.9139,118.5858,78.22,92,100,5.55,light rain
634,Banda Aceh,ID,5.5577,95.3222,85.06,66,75,7.76,broken clouds
635,Mareeba,AU,-17.0,145.4333,77.43,60,4,4.68,clear sky
636,Betare Oya,CM,5.6,14.0833,65.75,98,100,1.57,overcast clouds
637,Polazna,RU,58.2946,56.4055,58.37,61,100,3.33,overcast clouds
638,Zhangjiakou,CN,40.81,114.8794,72.18,38,44,8.48,scattered clouds
639,Mitsamiouli,KM,-11.3847,43.2844,76.51,70,6,4.68,clear sky
640,Port Macquarie,AU,-31.4333,152.9167,67.89,58,0,6.26,clear sky
641,Albacete,ES,38.8333,-2.0,79.18,23,0,5.75,clear sky
642,Biak,ID,-0.9131,122.8766,81.93,72,89,3.15,overcast clouds
643,Storforshei,NO,66.4043,14.5233,48.65,93,100,3.44,light rain
644,Rivera,UY,-30.9053,-55.5508,46.42,96,0,7.43,clear sky
645,Labuhan,ID,-6.8844,112.2051,83.64,71,97,4.68,light rain
646,Kuito,AO,-12.3833,16.9333,50.18,53,1,4.09,clear sky
647,Rundu,NA,-17.9333,19.7667,49.39,64,0,3.91,clear sky
648,Inuvik,CA,68.3499,-133.7218,52.25,57,99,12.8,overcast clouds
649,Windhoek,NA,-22.5594,17.0832,45.1,55,0,7.31,clear sky
650,Manakara,MG,-22.1333,48.0167,64.45,92,100,3.94,light rain
651,Senekal,ZA,-28.3197,27.6208,44.56,60,100,6.08,overcast clouds
652,Nelson Bay,AU,-32.7167,152.15,63.1,62,5,1.99,clear sky
653,Pangnirtung,CA,66.1451,-65.7125,24.76,91,17,5.23,few clouds
654,Jibuti,DJ,11.5,42.5,86.56,36,100,3.74,overcast clouds
655,Karratha,AU,-20.7377,116.8463,80.53,33,38,13.65,scattered clouds
656,Bentiu,SS,9.2333,29.8333,77.92,67,99,2.64,overcast clouds
657,Aplahoue,BJ,6.9333,1.6833,73.42,95,100,5.17,overcast clouds
658,Fujieda,JP,34.8667,138.2667,67.86,84,100,13.91,light rain
659,Puerto Morazan,NI,12.8504,-87.1717,74.48,94,100,6.44,moderate rain
660,Aketi,CD,2.7388,23.7833,67.87,99,99,1.34,overcast clouds
661,Havelock,US,34.8791,-76.9013,80.94,93,67,5.01,broken clouds
662,Marzuq,YE,14.4,46.4667,80.31,30,100,3.56,overcast clouds
663,Yukamenskoye,RU,57.8865,52.2416,56.95,72,56,4.9,broken clouds
664,Chengde,CN,40.9725,117.9361,72.45,62,34,1.86,scattered clouds
665,Mzimba,MW,-11.9,33.6,51.69,89,5,5.75,clear sky
666,Vostok,RU,46.4856,135.8833,75.63,40,3,3.04,clear sky
667,Ternate,ID,0.8,127.4,85.5,63,86,1.57,overcast clouds
668,Ambunti,PG,-4.2365,142.8448,90.41,52,62,4.18,broken clouds
669,Nara,JP,34.6851,135.8049,67.91,84,100,15.66,light rain
670,Port Hardy,CA,50.6996,-127.4199,51.93,87,75,7.2,light rain
671,Machakos,KE,-1.5167,37.2667,52.9,96,36,1.21,scattered clouds
672,Fort-Shevchenko,KZ,44.5086,50.263,75.11,40,27,24.7,scattered clouds
673,Yokadouma,CM,3.5167,15.05,67.23,99,100,0.67,overcast clouds
674,Batagay,RU,67.6333,134.6333,64.63,42,100,7.94,overcast clouds
675,Rock Springs,US,41.5875,-109.2029,50.05,76,40,5.75,scattered clouds
676,Waukesha,US,43.0333,-88.3001,70.3,92,75,12.66,broken clouds
677,Volchikha,RU,52.0333,80.3833,80.02,46,53,9.89,broken clouds
678,Uhlove,UA,44.8215,33.6045,66.02,72,5,8.01,clear sky
679,Golpayegan,IR,33.4537,50.2884,71.74,21,0,5.32,clear sky
680,Vao,NC,-22.6667,167.4833,71.31,78,100,15.84,overcast clouds
681,Onguday,RU,50.75,86.15,70.18,65,100,0.74,overcast clouds
682,Limon,CR,10.0,-83.0333,77.54,85,76,8.77,broken clouds
683,Grand-Santi,GF,4.25,-54.3833,72.36,99,100,2.93,light rain
684,Powell,US,40.1578,-83.0752,75.54,84,0,0.0,clear sky
685,Orlik,RU,52.5178,99.825,67.98,55,100,1.61,light rain
686,Albina,SR,5.5,-54.05,72.0,98,92,0.58,overcast clouds
687,Abinsk,RU,44.8726,38.1611,63.5,75,59,2.8,broken clouds
688,Shenkursk,RU,62.1091,42.896,59.47,79,95,5.35,overcast clouds
689,Flinders,AU,-34.5833,150.8552,63.18,59,57,3.0,broken clouds
